Name;Type;Stereotype;Status;Notes;TagValue_Niveau;TagValue_Type Vormgeving;TagValue_Type Zingeving;TagValue_Perspectief;TagValue_Niveau;TagValue_Enterprise
In 2026 bestaat onze woningvoorraad uit minimaal 6.500 jongerenwoningen in het sociale segment die ook echt door jongeren worden bewoond (31-12-2015 350).;Class;Uitspraak;Proposed;In 2026 bestaat onze woningvoorraad uit minimaal 6.500 jongerenwoningen in het sociale segment die ook echt door jongeren worden bewoond (31-12-2015 350);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
In het goedkope segment voegen we minimaal 1.750 (2026)  jongerenwoningen toe.;Class;Uitspraak;Proposed;In het goedkope segment voegen we minimaal 1.750 (2026)  jongerenwoningen toe. Dit doen we vooral door nieuwbouw. Hierbij gaat het om woningen onder de kwaliteitskortingsgrens. (31-12-2015 50);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
In het betaalbare segment, tot de lage aftoppingsgrens, voegen we minimaal 3.000 (2026) jongerenwoningen toe.;Class;Uitspraak;Proposed;In het betaalbare segment, tot de lage aftoppingsgrens, voegen we minimaal 3.000 (2026) jongerenwoningen toe. Dit doen we door nieuwbouw en door het labelen van de bestaande voorraad. (31-12-2015 250);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
In het vrijesectorsegment voegen we minimaal 800 (2026) deelwoningen toe.;Class;Uitspraak;Proposed;In het vrijesectorsegment voegen we minimaal 800 (2026) deelwoningen toe. Dit zijn woningen die twee of meer woonstarters met elkaar delen. (31-12-2015 0);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Minimaal 80% van de studentenwoningen (In 2026 is dit 3.950), exclusief internationale studentenwoningen, heeft een goedkope huur.;Class;Uitspraak;Proposed;Minimaal 80% van de studentenwoningen (In 2026 is dit 3.950), exclusief internationale studentenwoningen, heeft een goedkope huur. Dit is een huur onder de kwaliteitskortingsgrens (31-12-2015 is dit 4.350);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Op dit moment is de verdeling studentenhuisvesting – internationale studentenhuisvesting 80% - 20%. In 2026 streven we naar een verhouding van 70%-30% in 2026.;Class;Uitspraak;Proposed;Op dit moment is de verdeling studentenhuisvesting – internationale studentenhuisvesting 80% - 20%. In 2026 streven we naar een verhouding van 70%-30% in 2026.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
In 2026 wordt minimaal 65% van onze potentiele voorraad jongerenwoningen bewoond door jongeren (31-12-2015 is dit 9%).;Class;Uitspraak;Proposed;In 2026 wordt minimaal 65% van onze potentiele voorraad jongerenwoningen bewoond door jongeren (31-12-2015 is dit 9%).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Het aantal permanent zelfstandige sociale huurwoningen (2026) blijft minimaal gelijk op 20.900 woningen.;Class;Uitspraak;Proposed;Het aantal permanent zelfstandige sociale huurwoningen (2026) blijft minimaal gelijk op 20.900 woningen.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Minimaal 75% van de zelfstandige en onzelfstandige woningen verhuren we onder de lage en hoge aftoppingsgrenzen.;Class;Uitspraak;Proposed;Minimaal 75% van de zelfstandige en onzelfstandige woningen verhuren we onder de lage en hoge aftoppingsgrenzen. Dit is exclusief studentenhuisvesting en internationale studentenhuisvesting, daar wijzen we minimaal 95% passend toe. Inclusief studentenhuisvesting ligt dit percentage dus nog een stuk hoger. Op dit punt gaan we een stuk verder dan de  samenwerkingsafspraken. (31-12-2015 is dit 40%).;Vormgeving;Doelstelling;;Klant;Vormgeving;De Key Amsterdam
Jongerenwoningen in het sociale segment verhuren we voor 100% (2026) via jongerencontracten of tijdelijke contracten voor een periode van vijf jaar. (31-12-2015 is dit 0%).;Class;Uitspraak;Proposed;Jongerenwoningen in het sociale segment verhuren we voor 100% (2026) via jongerencontracten of tijdelijke contracten voor een periode van vijf jaar. (31-12-2015 is dit 0%).;Vormgeving;Doelstelling;;Klant;Vormgeving;De Key Amsterdam
Minimaal 50% van de woningen heeft (in 2026) een energielabel A of B. (31-12-2015 is dit 24%).;Class;Uitspraak;Proposed;Minimaal 50% van de woningen heeft (in 2026) een energielabel A of B. (31-12-2015 is dit 24%).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Het percentage slechte energielabels (E,F,G) brengen we terug tot 5% van onze woningvoorraad.;Class;Uitspraak;Proposed;Het percentage slechte energielabels (E,F,G) brengen we terug tot 5% van onze woningvoorraad. Enkele woningen hebben nog een slecht label in 2026. Dit zijn woningen die door technische omstandigheden moeilijker een betere energieprestatie kunnen krijgen. (31-12-2015 is dit 23%).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
We gaan verschillende vormen van vernieuwende producten toepassen.;Class;Uitspraak;Proposed;"We gaan verschillende vormen van vernieuwende producten toepassen. Bijvoorbeeld:
? sociale koopconstructies
? Ik Bouw Betaalbaar
? erfpachtconstructie
? faciliteren wooncoöperaties
? deelnemen in (maatschappelijk relevante) vastgoedfondsen";Vormgeving;Beleidsuitspraak;;Dienst.;Vormgeving;De Key Amsterdam
BOG is niet onze kerntaak. Daarom laten we onze BOG-portefeuille afnemen naar max. 800 in 2026. (31-12-2015 is dit 1133).;Class;Uitspraak;Proposed;BOG is niet onze kerntaak. Daarom laten we onze BOG-portefeuille afnemen naar max. 800 in 2026. (31-12-2015 is dit 1133).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Parkeren is niet onze kerntaak. Daarom laten we het aantal parkeerplekken afnemen naar 3.000 in 2026 (31-12-2015 is dit 3.120).;Class;Uitspraak;Proposed;Parkeren is niet onze kerntaak. Daarom laten we het aantal parkeerplekken afnemen naar 3.000 in 2026 (31-12-2015 is dit 3.120).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Bij woningen met label doorexploiteren liberaliseren we 685 woningen (2026), ongeveer 62 per jaar.;Class;Uitspraak;Proposed;Bij woningen met label doorexploiteren liberaliseren we 685 woningen (2026), ongeveer 62 per jaar.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Bij woningen met label Verkopen verkopen we in totaal 2.900 woningen (tot 2026) door uitponden, circa 265 per jaar.;Class;Uitspraak;Proposed;Bij woningen met label Verkopen verkopen we in totaal 2.900 woningen (tot 2026) door uitponden, circa 265 per jaar.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Conform desinvesteringslijst: Vanuit de toegelaten instelling verkopen we circa 425 woningen complexgewijs (tot 2026).;Class;Uitspraak;Proposed;Conform desinvesteringslijst: Vanuit de toegelaten instelling verkopen we circa 425 woningen complexgewijs (tot 2026).;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
De Key realiseert tot 2026 2.670 kleine en 90 grote nieuwbouwwoningen. (harde plannen);Class;Uitspraak;Proposed;De Key realiseert tot 2026 2.670 kleine en 90 grote nieuwbouwwoningen. (harde plannen);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
De Key streeft tot 2026 naar de realisatie van 1.140 kleine nieuwbouwwoningen. (zachte plannen);Class;Uitspraak;Proposed;De Key streeft tot 2026 naar de realisatie van 1.140 kleine nieuwbouwwoningen. (zachte plannen);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
De Key koopt tot 2026 2,575 kleine nieuwbouwwoningen aan. (van ontwikkelaars);Class;Uitspraak;Proposed;De Key koopt tot 2026 2,575 kleine nieuwbouwwoningen aan. (van ontwikkelaars);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
10% van de nieuwbouw voor jongeren is voor bijzondere woonstarters als jonge statushouders en jonge mensen met een beperking.;Class;Uitspraak;Proposed;10% van de nieuwbouw voor jongeren is voor bijzondere woonstarters als jonge statushouders en jonge mensen met een beperking.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
63% van de nieuwbouw is bestemd voor jongeren en 37% is bestemd voor studenten.;Class;Uitspraak;Proposed;63% van de nieuwbouw is bestemd voor jongeren en 37% is bestemd voor studenten.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Van de reguliere huurwoningen toppen we 4000 woningen af op de liberalisatiegrens.;Class;Uitspraak;Proposed;Van de reguliere huurwoningen toppen we 4000 woningen af op de liberalisatiegrens. Van het socialesegment toppen we 75% af op de lage en hoge aftoppingsgrens.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
De studentenwoningen buiten de ring grendelen we af op € 410. Binnen de ring grendelen we studentenwoningen af op de lage aftoppingsgrens in verband met passend toewijzen.;Class;Uitspraak;Proposed;De studentenwoningen buiten de ring grendelen we af op € 410. Binnen de ring grendelen we studentenwoningen af op de lage aftoppingsgrens in verband met passend toewijzen.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
We sturen op een solide exploitatieresultaat met blijvende aandacht voor optimale opbrengsten en kostenbeheersing.;Class;Uitspraak;Proposed;We sturen op een solide exploitatieresultaat met blijvende aandacht voor optimale opbrengsten en kostenbeheersing zodat we een duurzame basis leggen voor direct rendement op eigen vermogen dat tenminste inflatievolgend is.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
We financieren woning – en nieuwbouwinvesteringen uit eigen middelen, waardoor we het renterisico in de exploitatie verlagen.;Class;Uitspraak;Proposed;We financieren woning – en nieuwbouwinvesteringen uit eigen middelen, waardoor we het renterisico in de exploitatie verlagen.;Vormgeving;Principe;;Fin.;Vormgeving;De Key Amsterdam
We minimaliseren de fiscale kasstromen door het benutten van verschillende fiscale mogelijkheden.;Class;Uitspraak;Proposed;We minimaliseren de fiscale kasstromen door het benutten van verschillende fiscale mogelijkheden. Het beleid hieromtrent leggen we vast in een fiscaal statuut.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
We blijven de komende jaren sturen op deze norm (3% REV).;Class;Uitspraak;Proposed;"We blijven de komende jaren sturen op deze norm (3% REV) door: jaarlijks te beoordelen welke ruimte in de huursombenadering wordt ingevuld bij de reguliere huurverhoging; het minimaliseren van onrendabels op marktwaarde in verhuurde staat bij aankoop, nieuwbouw en verbeteringen; het verminderen van het hefboomeffect door het versneld aflossen van externe leningen;";Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
Om financiele continuiteit te garanderen en de waarde van het vermogen stabiel te houden, is het nodig om te voldoen aan de financiele eisen (ICR, LtV, etc) van onze externe toezichthouders, voldoende rendement te halen op het eigen vermogen. ;Class;Uitspraak;Proposed;Om financiele continuiteit te garanderen en de waarde van het vermogen stabiel te houden, is het nodig om te voldoen aan de financiele eisen (ICR, LtV, etc) van onze externe toezichthouders, voldoende rendement te halen op het eigen vermogen. (Sluit aan bij de tabel op pagina 30 van het document Portefeuillestrategie);Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
We zijn verplicht om zowel met de gemeente als met de huurders meer informatie te delen.;Class;Uitspraak;Proposed;We zijn verplicht om zowel met de gemeente als met de huurders meer informatie te delen. Daarnaast spelen de huurders een grotere rol bij het maken van prestatieafspraken met de gemeente.;Vormgeving;Beleidsuitspraak;;Stakeh.;Vormgeving;De Key Amsterdam
We ontwikkelen zelf geen rentevisie, maar deze ontlenen we aan de publicatie van de grootbanken in Nederland.;Class;Uitspraak;Proposed;We ontwikkelen zelf geen rentevisie, maar deze ontlenen we aan de publicatie van de grootbanken in Nederland.;Vormgeving;Principe;;Fin.;Vormgeving;De Key Amsterdam
We ontwikkelen zelf geen prijsinflatievisie.;Class;Uitspraak;Proposed;We ontwikkelen zelf geen prijsinflatievisie. De visie op de ontwikkeling in het huidige verslagjaar en het begrotingsjaar ontlenen we aan de laatste prognoses van het Centraal Planbureau.;Vormgeving;Principe;;Fin.;Vormgeving;De Key Amsterdam
Professionaliteit, integriteit en risicobereidheid zijn pijlers waar onze interne beheersing en sturing op wordt gebouwd.;Class;Uitspraak;Proposed;Professionaliteit, integriteit en risicobereidheid zijn pijlers waar onze interne beheersing en sturing op wordt gebouwd.;Vormgeving;Principe;;Org.best.;Vormgeving;De Key Amsterdam
De investeringen in de DAEB tak in de vernieuwing van onze vastgoedportefeuille voor in totaal € 678 miljoen dragen bij aan het realiseren van onze koers. (in de periode 2017-2026);Class;Uitspraak;Proposed;De investeringen in de DAEB tak in de vernieuwing van onze vastgoedportefeuille voor in totaal € 678 miljoen dragen bij aan het realiseren van onze koers. (in de periode 2017-2026);Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
Deze investeringen (vernieuwing vastgoedportefeuille) worden bekostigd uit diverse kasstromen.;Class;Uitspraak;Proposed;"Deze investeringen (vernieuwing vastgoedportefeuille) worden bekostigd uit: de externe verkoop van woningen (€ 540 miljoen); de verkoop aan de niet DAEB tak (€ 142 miljoen); per saldo wordt € 4 miljoen aan de liquide middelen toegevoegd uit de bovenstaande kasstromen.";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De externe aflossing aan banken in de DAEB tak bedraagt in totaal € 282 miljoen. (in de periode 2017 - 2026):;Class;Uitspraak;Proposed;De externe aflossing aan banken in de DAEB tak bedraagt in totaal € 282 miljoen. (in de periode 2017 - 2026):;Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
"De externe aflossing aan banken van in totaal € 282 miljoen wordt bekostigd uit: aflossing van de interne lening vanuit de niet DAEB tak (€ 180 miljoen); de exploitatie van DAEB tak (€ 102 miljoen).";Class;Uitspraak;Proposed;"De externe aflossing aan banken van in totaal € 282 miljoen wordt bekostigd uit: aflossing van de interne lening vanuit de niet DAEB tak (€ 180 miljoen); de exploitatie van DAEB tak (€ 102 miljoen).";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
Daarnaast financieren we uit de exploitatiekasstromen DAEB de komende 10 jaar € 214 miljoen aan verbeteringen. ;Class;Uitspraak;Proposed;"Daarnaast financieren we uit de exploitatiekasstromen DAEB de komende 10 jaar € 214 miljoen aan verbeteringen. De verbeteringen bestaan uit: € 51 miljoen aan investeringen in funderingsherstel; € 50 miljoen aan investeringen in energetische kwaliteit en in duurzaamheid. Hieronder zijn ook opgenomen investeringen om woningen over te laten gaan op een alternatieve vorm van verwarming zonder fossiel gas en het plaatsen van zonnepanelen; € 49 miljoen aan investeringen in renovatie; € 29 miljoen aan wettelijke vereisten; € 23 miljoen afkoop erfpacht; € 8 miljoen aan woningverbetering; € 4 miljoen aan overige investeringen ( waaronder de uitbreiding van de verkoopvijver).";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De niet Daeb tak realiseert de aankoop van geliberaliseerde woningen voor € 142 miljoen en de investeringen in niet DAEB voor € 3 miljoen. (in de periode 2017 - 2026).;Class;Uitspraak;Proposed;De niet Daeb tak realiseert de aankoop van geliberaliseerde woningen voor € 142 miljoen en de investeringen in niet DAEB voor € 3 miljoen. (in de periode 2017 - 2026);Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De aankoop door de niet DAEB tak van geliberaliseerde woningen voor € 142 miljoen en de investeringen in niet DAEB voor € 3 miljoen worden betaald uit de liquide middelen.;Class;Uitspraak;Proposed;"De aankoop door de niet DAEB tak van geliberaliseerde woningen voor € 142 miljoen en de investeringen in niet DAEB voor € 3
miljoen worden betaald uit: de verkoop van bedrijfs onroerend goed en woningen die niet bijdragen aan de onze koers (€ 111
miljoen); uit de liquide middelen meegegeven op splitsingsmoment (€ 34 miljoen).";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De niet DAEB tak realiseert de aflossing van de interne lening van de niet DAEB tak naar de DAEB tak van € 180 miljoen. (in de periode 2017 - 2026);Class;Uitspraak;Proposed;De niet DAEB tak realiseert de aflossing van de interne lening van de niet DAEB tak naar de DAEB tak van € 180 miljoen. (in de periode 2017 - 2026);Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De aflossing door de niet DAEB tak van de interne lening van de niet DAEB tak naar de DAEB tak van € 180 miljoen wordt gefinancierd.;Class;Uitspraak;Proposed;"De aflossing door de niet DAEB tak van de interne lening van de niet DAEB tak naar de DAEB tak van € 180 miljoen wordt gefinancierd door: de aflossing van de interne lening vanuit de dochtervennootschap aan de niet DAEB tak (€ 135 miljoen). Per saldo bedraagt de mutatie op de interne lening € 45 miljoen in de niet DAEB tak; de exploitatiekasstromen van de niet DAEB tak (€ 42 miljoen); de verkoop van bedrijfs onroerend goed en woningen die niet bijdragen aan onze koers (€ 6 miljoen).";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De post verbeteringen in de niet DAEB tak van € 33 miljoen wordt betaald uit de exploitatie van de niet DAEB tak.;Class;Uitspraak;Proposed;"De post verbeteringen in de niet DAEB tak van € 33 miljoen wordt betaald uit de exploitatie van de niet DAEB tak. De post
bestaat uit: € 11 miljoen aan investeringen in het eigen kantoorgebouw en automatisering; € 5 miljoen aan afkoop erfpacht; € 5 miljoen aan planmatig onderhoud investeringen; € 4 miljoen aan investeringen in funderingsherstel; € 4 miljoen aan investeringen ten behoeve van de uitbreiding van de verkoopvijver; € 2 miljoen aan wettelijke vereisten; € 1 miljoen aan overige investeringen.";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
Open communicatie op basis van vertrouwen is een voorwaarde om te komen tot een organisatie die steeds weer past bij de actualiteit.;Class;Uitspraak;Proposed;Open communicatie op basis van vertrouwen is een voorwaarde om te komen tot een organisatie die steeds weer past bij de actualiteit.;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
De komende 10 jaar lost de dochtervennootschap € 135 miljoen af. ;Class;Uitspraak;Proposed;"De komende 10 jaar lost de dochtervennootschap € 135 miljoen af. De versnelde aflossing wordt betaald uit: de exploitatie van de dochtervennootschap (€ 53 miljoen); uit de liquide middelen meegegeven op splitsingsmoment (€ 26 miljoen); de verkoop van BOG en woningen (€ 53 miljoen); dividend (€ 3 miljoen).";Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De nieuwbouw en aankopen van de dochtervennootschap de komende 10 jaar bedragen € 37 miljoen.;Class;Uitspraak;Proposed;De nieuwbouw en aankopen van de dochtervennootschap de komende 10 jaar bedragen € 37 miljoen.;Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De nieuwbouw en aankopen van de dochtervennootschap de komende 10 jaar voor € 37 miljoen worden betaald uit de post iquide middelen.;Class;Uitspraak;Proposed;De nieuwbouw en aankopen van de dochtervennootschap de komende 10 jaar voor € 37 miljoen worden betaald uit de post iquide middelen.;Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De gemiddelde leefbaarheidsbijdrage is € 66 per DAEB verhuureenheid. Met dit bedrag blijven we onder de gestelde grens van € 125.;Class;Uitspraak;Proposed;De gemiddelde leefbaarheidsbijdrage is € 66 per DAEB verhuureenheid. Met dit bedrag blijven we onder de gestelde grens van € 125.;Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
De kwaliteitseisen (onderhoud) die we stellen zijn in alle drie de takken (DAEB en niet DAEB woningen) hetzelfde.;Class;Uitspraak;Proposed;De kwaliteitseisen (onderhoud) die we stellen zijn in alle drie de takken (DAEB en niet DAEB woningen) hetzelfde.;Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
De jaarlijkse kosten voor planmatig onderhoud proberen we zo gelijkmatig mogelijk te verdelen en bedragen de komende 10 jaar gemiddeld € 19,8 miljoen per jaar.;Class;Uitspraak;Proposed;De jaarlijkse kosten voor planmatig onderhoud proberen we zo gelijkmatig mogelijk te verdelen en bedragen de komende 10 jaar gemiddeld € 19,8 miljoen per jaar.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Het bedrag voor mutatieonderhoud is gelijk gehouden aan het niveau van 2016 en bedraagt in 2017 € 6,9 miljoen.;Class;Uitspraak;Proposed;Het bedrag voor mutatieonderhoud is gelijk gehouden aan het niveau van 2016 en bedraagt in 2017 € 6,9 miljoen.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Het bedrag aan reparatieonderhoud wordt taakstellend op gemiddeld € 8,9 miljoen per jaar vastgesteld.;Class;Uitspraak;Proposed;Het bedrag aan reparatieonderhoud wordt taakstellend op gemiddeld € 8,9 miljoen per jaar vastgesteld.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
In 2017 bedraagt de begroting voor contract onderhoud € 4,7 miljoen.;Class;Uitspraak;Proposed;In 2017 bedraagt de begroting voor contract onderhoud € 4,7 miljoen.;Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Een ziekteverzuimpercentage onder het landelijke gemiddelde. Als referentiekader raadplegen wij het centraal bureau voor de statistiek (CBS).;Class;Uitspraak;Proposed;Een ziekteverzuimpercentage onder het landelijke gemiddelde. Als referentiekader raadplegen wij het centraal bureau voor de statistiek (CBS).;Vormgeving;Doelstelling;;Medew.;Vormgeving;De Key Amsterdam
In de meerjarenbegroting richten we ons eind 2021 naar een organisatie met 275 fte. (299,9 fte in 2016);Class;Uitspraak;Proposed;In de meerjarenbegroting richten we ons eind 2021 naar een organisatie met 275 fte. (299,9 fte in 2016);Vormgeving;Doelstelling;;Medew.;Vormgeving;De Key Amsterdam
In de markt zetten van 3 nieuwe huurproducten om meer mensen van onze doelgroep te huisvesten (2016);Class;Uitspraak;Proposed;In de markt zetten van 3 nieuwe huurproducten om meer mensen van onze doelgroep te huisvesten (2016);Vormgeving;Doelstelling;;Dienst.;Vormgeving;De Key Amsterdam
Het friendsconcept wordt verder ontwikkeld.;Class;Uitspraak;Proposed;Het friendsconcept wordt verder ontwikkeld.;Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
In het geliberaliseerde segment vragen we volgens ons huurbeleid de markthuur.;Class;Uitspraak;Proposed;In het geliberaliseerde segment vragen we volgens ons huurbeleid de markthuur.;Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
65% van de vrije sector huur verhuurd aan middensegment (< € 985) (2016);Class;Uitspraak;Proposed;65% van de vrije sector huur verhuurd aan middensegment (< € 985) (2016);Vormgeving;Doelstelling;;Stakeh.;Vormgeving;De Key Amsterdam
gemiddelde huur middensegment < € 865 (2016);Class;Uitspraak;Proposed;gemiddelde huur middensegment < € 865 (2016);Vormgeving;Doelstelling;;Stakeh.;Vormgeving;De Key Amsterdam
"Liquideren/ fuseren van 9 verbindingen waarmee wij het aantal verbindingen in onze niet- DAEB tak verder terugbrengen; (2016)";Class;Uitspraak;Proposed;"Liquideren/ fuseren van 9 verbindingen waarmee wij het aantal verbindingen in onze niet- DAEB tak verder terugbrengen; (2016)";Vormgeving;Doelstelling;;Org.best.;Vormgeving;De Key Amsterdam
Fiscaliteit is integraal onderdeel van de rendementsdoelstellingen die De Key formuleert.;Class;Uitspraak;Proposed;Fiscaliteit is integraal onderdeel van de rendementsdoelstellingen die De Key formuleert.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
We stellen in het tweede half jaar complexplannen op (2016);Class;Uitspraak;Proposed;We stellen in het tweede half jaar complexplannen op (2016);Vormgeving;Beleidsuitspraak;;Vastg.;Vormgeving;De Key Amsterdam
We voeren pilots met wijkgericht samenwerken uit en evalueren de uitkomsten (2016);Class;Uitspraak;Proposed;We voeren pilots met wijkgericht samenwerken uit en evalueren de uitkomsten (2016);Vormgeving;Doelstelling;;Dienst.;Vormgeving;De Key Amsterdam
We professionaliseren onze eigenaarsrol in de VvE (2016);Class;Uitspraak;Proposed;We professionaliseren onze eigenaarsrol in de VvE (2016);Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
We wijzen minimaal 95% passend toe bij nieuwe verhuringen (2016);Class;Uitspraak;Proposed;We wijzen minimaal 95% passend toe bij nieuwe verhuringen (2016);Vormgeving;Doelstelling;;Klant;Vormgeving;De Key Amsterdam
Wij realiseren € 5,0 miljoen aan energielabel -investeringen waarmee w ij de energielasten van onze huurders verlagen en bijdragen aan duurzaamheid van ons bezit. (2016);Class;Uitspraak;Proposed;Wij realiseren € 5,0 miljoen aan energielabel -investeringen waarmee w ij de energielasten van onze huurders verlagen en bijdragen aan duurzaamheid van ons bezit. (2016);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Terugbrengen reistijd van reparatieverzoeken door efficiency te behalen met wijkgericht werken en de integratie van backoffice functies. (2016);Class;Uitspraak;Proposed;Terugbrengen reistijd van reparatieverzoeken door efficiency te behalen met wijkgericht werken en de integratie van backoffice functies. (2016);Vormgeving;Doelstelling;;Dienst.;Vormgeving;De Key Amsterdam
Opstellen verbetervoorstellen die de beheersing van kasstromen rondom VvE’s optimaliseren;Class;Uitspraak;Proposed;Opstellen verbetervoorstellen die de beheersing van kasstromen rondom VvE’s optimaliseren;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
De Key stuurt op aansluitende verhuur op sociaal, vrije sector en studentenwoningen om leegstand en leegstandskosten terug te dringen. (2016: 34%);Class;Uitspraak;Proposed;De Key stuurt op aansluitende verhuur op sociaal, vrije sector en studentenwoningen om leegstand en leegstandskosten terug te dringen. (2016: 34%);Vormgeving;Doelstelling;;Fin.;Vormgeving;De Key Amsterdam
Het proces afrekenen servicekosten vraagt een goede analyse en verbeteracties.;Class;Uitspraak;Proposed;Het proces afrekenen servicekosten vraagt een goede analyse en verbeteracties. Daarom pakken we dit in het derde kwartaal op met als resultaat een effectief en efficiënt proces met een transparante afrekening voor de huurder. (2016);Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
60% van de kosten voor mutatieschade doorberekenen aan vorige huurder (2016);Class;Uitspraak;Proposed;60% van de kosten voor mutatieschade doorberekenen aan vorige huurder (2016);Vormgeving;Doelstelling;;Klant;Vormgeving;De Key Amsterdam
Ons streven is ontruimingen op basis van huurschuld te voorkomen.;Class;Uitspraak;Proposed;Ons streven is ontruimingen op basis van huurschuld te voorkomen.;Vormgeving;Beleidsuitspraak;;Klant;Vormgeving;De Key Amsterdam
Andere vormen zoals hospita verhuur of een project als ‘Onder de pannen’ (het tijdelijk een kamer beschikbaar stellen aan iemand zonder woning) willen wij steeds meer mogelijk maken.;Class;Uitspraak;Proposed;Andere vormen zoals hospita verhuur of een project als ‘Onder de pannen’ (het tijdelijk een kamer beschikbaar stellen aan iemand zonder woning) willen wij steeds meer mogelijk maken.;Vormgeving;Beleidsuitspraak;;Klant;Vormgeving;De Key Amsterdam
Wij professionaliseren de vastlegging en de uitvoering van de zakenpartnertoets;Class;Uitspraak;Proposed;Wij professionaliseren de vastlegging en de uitvoering van de zakenpartnertoets;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Wij stellen de procesbeschrijving en het beleid ten aanzien van nieuw bouw en transformatie vast. (2016);Class;Uitspraak;Proposed;Wij stellen de procesbeschrijving en het beleid ten aanzien van nieuw bouw en transformatie vast. (2016);Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Wij stellen de procesbeschrijving en het beleid aankopen vast (2016);Class;Uitspraak;Proposed;Wij stellen de procesbeschrijving en het beleid aankopen vast (2016);Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
